Empresa,Último Dato,Porcentaje de Cambio,UPA 2022, Último Market Cap
AMGN,260.3440856933594,399.08075275942906,26.43936280117632,14691.060549224854
BIIB,276.9200134277344,422.75882043802,115.68470863987223,6502.55267930603
GILD,84.34070587158203,3511.0319621568096,10.183711815306655,13341.375519802094
INCY,80.31999969482422,63.013558191091775,0.9617633905858032,2245.281335469055
REGN,721.489990234375,2100.5050105628447,83.34300288229915,8993.877771264648
VRTX,288.7799987792969,423.936905915467,25.45890170337431,7587.2612979278565
