Date,Close
2023-02-27 00:00:00-05:00,80.12698364257812
2023-02-28 00:00:00-05:00,79.77037811279297
2023-03-01 00:00:00-05:00,78.83924102783203
2023-03-02 00:00:00-05:00,78.86896514892578
2023-03-03 00:00:00-05:00,80.30528259277344
2023-03-06 00:00:00-05:00,80.34490966796875
2023-03-07 00:00:00-05:00,79.52273559570312
2023-03-08 00:00:00-05:00,79.44348907470703
2023-03-09 00:00:00-05:00,78.20527648925781
2023-03-10 00:00:00-05:00,78.75009155273438
2023-03-13 00:00:00-04:00,78.76000213623047
2023-03-14 00:00:00-04:00,79.7699966430664
2023-03-15 00:00:00-04:00,79.6500015258789
2023-03-16 00:00:00-04:00,79.8499984741211
2023-03-17 00:00:00-04:00,77.30999755859375
2023-03-20 00:00:00-04:00,79.45999908447266
2023-03-21 00:00:00-04:00,79.13999938964844
2023-03-22 00:00:00-04:00,77.80999755859375
2023-03-23 00:00:00-04:00,78.76000213623047
2023-03-24 00:00:00-04:00,80.0
2023-03-27 00:00:00-04:00,79.9749984741211
