,Empresa,UPA_2020,UPA_2021,UPA_2022
0,AMGN_V,23.31836024299254,36.81842742534733,26.43936280117632
1,BIIB_V,125.5462732078669,51.991602581593625,115.68470863987223
2,GILD_V,4.936055642809064,10.86599742016076,10.183711815306655
3,INCY_V,5.69461254851324,3.297855282889488,0.9617633905858032
4,REGN_V,38.76403344294463,81.28094033920085,83.34300288229915
5,VRTX_V,20.47669907021133,23.597485978029784,25.45890170337431
