Date,MarketCap_AMGN,MarketCap_BIIB,MarketCap_GILD,MarketCap_INCY,MarketCap_REGN,MarketCap_VRTX
2003-08-01 00:00:00-04:00,6841013561.038971,1733052332.9315186,3265368804.397583,40647024.391555786,119994732.3009491,128821143.90010834
2003-09-01 00:00:00-04:00,8588495289.279938,2414423896.4004517,4067697582.6690674,142564648.52380753,354276433.5296631,160556822.48973846
2003-10-01 00:00:00-04:00,11444076009.811401,2801237761.3449097,4925718403.619385,89444259.5541954,263019514.89982605,235043485.9498024
2003-11-01 00:00:00-05:00,8600953989.839172,4340271890.692139,3063260876.2584686,86553722.72872925,87672872.77898788,246052843.5564041
2003-12-01 00:00:00-05:00,8392101710.762024,2244058246.650696,2767869240.962982,72125065.60897827,104408638.27075958,152294045.61309814
2004-01-01 00:00:00-05:00,9572792193.984604,4473457206.354904,3984961681.5856934,128199133.09650421,128613297.02854156,160448843.5295105
2004-02-01 00:00:00-05:00,6299948450.763702,7444018432.422638,2395208020.505905,307745580.2287102,176793262.09487915,310343129.605484
2004-03-01 00:00:00-05:00,10378407110.95543,6053983593.855286,2658388761.6729736,160999610.12973785,147941877.16884613,145365673.17733765
2004-04-01 00:00:00-05:00,8978662950.302124,4670658300.0,2660819153.816986,133994861.7852211,184162177.07529068,138764453.51400375
2004-05-01 00:00:00-04:00,7370841202.181244,5103571675.300598,3142060046.435547,95867203.02009583,114188881.34536743,152985363.31586838
2004-06-01 00:00:00-04:00,6836827197.216797,4533152800.0,3674605941.8632507,97295398.29969406,133305584.6195221,205668406.8950653
2004-07-01 00:00:00-04:00,7539363585.632324,4303326000.0,3720253584.832382,69630058.29992294,48818538.393116,120150596.04110718
2004-08-01 00:00:00-04:00,7058711104.614258,3826737654.1015625,4067442638.73291,103942353.8389206,50408324.13673401,101857527.20794678
2004-09-01 00:00:00-04:00,6664431289.145279,3163430923.3062744,2331333807.556534,214958936.55452728,29684733.043670654,153699000.0
2004-10-01 00:00:00-04:00,7161431862.159348,4255398524.8355865,2780865534.5859528,270039110.0950241,51445427.86502838,146955073.54574203
2004-11-01 00:00:00-05:00,7315751597.224426,5448942676.338196,1837349518.3141708,326652769.5598602,48502733.40473175,128803606.61201477
2004-12-01 00:00:00-05:00,6492258660.144424,5141299558.110046,2021370137.2890472,151844999.52106476,52184781.21614456,128652751.28555298
2005-01-01 00:00:00-05:00,7442658771.684265,5023902393.19458,2274679772.2286224,110501888.47045898,44211598.82879257,137864521.03424072
2005-02-01 00:00:00-05:00,5980894884.711075,6677951128.64151,2380194019.5135117,115768523.92959595,38728235.84628105,135546531.5519333
2005-03-01 00:00:00-05:00,6908200698.513412,10624275691.26587,2097851524.7997284,165235456.1542511,38511005.00621796,112713115.8657074
2005-04-01 00:00:00-05:00,7311189417.282486,3654180841.244507,2718604978.04718,93194057.71379471,50498178.55629921,109574030.92975616
2005-05-01 00:00:00-04:00,7280878367.473602,3150447187.0536804,2128938273.0041504,131237527.96840668,62633928.1917572,824187892.5172806
2005-06-01 00:00:00-04:00,5960014319.66362,4308826955.4244995,2956681848.6228943,116890346.55909538,70666455.89170456,688489330.5868149
2005-07-01 00:00:00-04:00,18861278294.174576,3116675393.624115,2944701938.117981,216842175.2916813,54993309.958553314,394108545.28713226
2005-08-01 00:00:00-04:00,9703876084.744263,3907840201.399231,2426312946.7666626,160407522.90987968,45236824.7294426,611358387.3252869
2005-09-01 00:00:00-04:00,10749745435.610962,2707597588.6058807,2278620430.7136536,217741121.16365433,64628796.44126892,550502859.3959808
2005-10-01 00:00:00-04:00,11499415703.063965,3112514050.824356,3429186273.2826233,93554012.70885468,144447968.642807,878118150.0
2005-11-01 00:00:00-05:00,8787614754.554749,2551291998.8422394,4206370424.4750977,147578522.48120308,107698906.73561096,838320150.0
2005-12-01 00:00:00-05:00,7957231009.866333,2729949238.4033203,2891375968.029785,80117090.28930664,184358905.57689667,647262175.7846832
2006-01-01 00:00:00-05:00,11584103507.448578,2681124650.0,4074847639.931488,65661001.96838379,167766059.95750427,1038294707.4829102
2006-02-01 00:00:00-05:00,15429918513.282776,3299557275.0,3716369535.9363556,91380493.77851486,134358418.88809204,1435178895.7099915
2006-03-01 00:00:00-05:00,9330561608.419418,4313512060.256958,3248582173.312378,82787641.73769951,139455846.96235657,1505276016.2773132
2006-04-01 00:00:00-05:00,10377290301.876068,2802290694.6609497,5090208739.181519,174913155.2001953,104384283.29086304,1416164107.4100494
2006-05-01 00:00:00-04:00,9518726906.174469,3417074456.2721252,5615625040.92865,79195807.44895935,119704054.1182518,1262620650.0
2006-06-01 00:00:00-04:00,9243590248.409271,3242849282.634735,4219379059.4242096,76587698.41217995,106035499.4758606,1621267741.5664673
2006-07-01 00:00:00-04:00,8660939962.802124,2683050661.3197327,4106942431.94046,37755104.02851105,89981150.99487305,713962601.7501831
2006-08-01 00:00:00-04:00,8133457146.961975,2846232529.1290283,3287703745.742798,34616162.90445328,83987732.60526657,744526526.4884949
2006-09-01 00:00:00-04:00,8572073790.750885,2515175725.179291,3850436612.8559113,35750691.161203384,116330363.8888359,1086528264.2692566
2006-10-01 00:00:00-04:00,10762061577.121735,3213366416.9914246,5526950821.0372925,45259986.17630005,179014413.1881714,2036869443.447876
2006-11-01 00:00:00-05:00,7812161888.670731,3402862756.708145,3310458636.1953735,55202873.58875275,343852410.65883636,1327635537.135315
2006-12-01 00:00:00-05:00,7808303705.263138,3009089947.9919434,3659751661.300659,77496218.02482605,190016736.11068726,1671177118.2250977
2007-01-01 00:00:00-05:00,11131738273.378372,2995513793.4555054,4164554441.0736084,145669604.6344757,198856235.89782715,1485915975.8605957
2007-02-01 00:00:00-05:00,12094518645.651245,3002961269.7422028,5564912465.34729,118003610.19096375,238964865.8378601,927761785.1446152
2007-03-01 00:00:00-05:00,16254369050.41809,3299688583.415222,5712878436.005783,102925258.38317871,326064204.6569824,1096058399.78714
2007-04-01 00:00:00-04:00,16236427942.518997,3243430799.1012573,5732058097.668457,170210586.84215546,439255532.3207855,1724852127.1572113
2007-05-01 00:00:00-04:00,18094310343.977356,5166777470.779419,4934921344.833374,122142268.62869263,502063595.9487915,1088336066.1148071
2007-06-01 00:00:00-04:00,10816836615.62004,6308249200.0,4999592210.467529,98804400.0,509300738.16833496,1205389057.4598312
2007-07-01 00:00:00-04:00,9504114535.345459,6239013827.025604,5355019017.161179,92483414.98417854,196947056.5410614,1305769459.1571808
2007-08-01 00:00:00-04:00,10325050764.0625,6818267105.396271,4487065523.213577,142570171.7250824,476215367.5956726,1902136243.3013916
2007-09-01 00:00:00-04:00,9754208401.33667,4760537396.41571,4163247294.6186066,120392416.60580635,240889169.6750641,995034092.0471191
2007-10-01 00:00:00-04:00,8970324672.050476,9674215273.284912,6215398100.803375,172304552.96401978,337794600.0,1740593786.2125397
2007-11-01 00:00:00-04:00,8277355699.183273,6071443668.982697,5705658354.774475,158862988.58737946,353121329.1326523,1672865811.7858887
2007-12-01 00:00:00-05:00,7299824295.996094,6275560714.122009,4101230410.15625,223602454.24365997,306857140.1529312,659174467.010498
2008-01-01 00:00:00-05:00,9274861878.29132,5210225485.218811,8243108090.846252,585714157.6194763,270788709.16843414,1219973272.5723267
2008-02-01 00:00:00-05:00,6410324134.033203,3572449077.3620605,6731531340.522766,387504778.03344727,227904611.27700806,1327252500.0
2008-03-01 00:00:00-05:00,8615660926.327515,4517318008.439255,7607036650.753784,389252572.4769592,325324241.053772,1871165090.1947021
2008-04-01 00:00:00-04:00,5257772356.319046,4245089402.942276,6432377235.134888,224729547.90115356,195872354.3783188,1673384710.0162506
2008-05-01 00:00:00-04:00,4778362720.075989,2739244575.0,4951305357.597351,162337606.63776398,268657954.8500061,909171390.3493881
2008-06-01 00:00:00-04:00,6898465456.058502,3740818261.1480713,5765320236.362457,217319534.8127842,259322176.46427155,2069463563.4765625
2008-07-01 00:00:00-04:00,15919258679.294586,6824572176.985931,10303452282.931519,215856161.33537292,306267359.4604492,1747442250.0
2008-08-01 00:00:00-04:00,8915010280.07698,6387029478.271484,5625339838.041687,249698943.82667542,280891719.12002563,1699018594.607544
2008-09-01 00:00:00-04:00,11794841755.61142,4764117627.73056,8756785812.432861,191081702.3820877,369472748.708725,2318576541.077423
2008-10-01 00:00:00-04:00,14309142670.163727,5228863031.244278,10955402198.200607,129137627.96759605,275779619.09828186,1742322794.139862
2008-11-01 00:00:00-04:00,8796402218.762207,2952112649.8191833,6892664869.377136,81363733.9091301,149105516.3679123,997286800.188446
2008-12-01 00:00:00-05:00,7311698913.006592,3539614003.37677,7175194555.280685,123029083.76169205,178844765.94543457,1005720758.2174301
2009-01-01 00:00:00-05:00,6641102889.598465,3948020598.827362,6378451934.257889,56607894.28975582,116324152.9537201,1221349501.8058777
2009-02-01 00:00:00-05:00,6362413185.435104,3449270828.590393,5879784219.013214,34980560.13350487,132047625.0,1401320089.6224976
2009-03-01 00:00:00-05:00,8227682661.075592,4055929212.324524,8459613401.069641,44487610.36820412,180227119.5356369,1620495513.1801605
2009-04-01 00:00:00-04:00,6943789138.91449,3803541066.0060883,7161816432.912064,41447262.15763092,154456460.6660843,1579071930.3642273
2009-05-01 00:00:00-04:00,5344031488.681412,2772883260.018158,5344235913.124084,61714148.28443527,177617591.32461548,1041119433.0089569
2009-06-01 00:00:00-04:00,8404166821.966553,3149343541.4344788,6215132896.83342,91688679.93688583,215231744.9163437,1393524608.291626
2009-07-01 00:00:00-04:00,11714194324.188232,3526141518.4230804,6284968348.00415,222784631.8283081,222762631.2526703,985766502.0523071
2009-08-01 00:00:00-04:00,7878865589.103699,2304180035.018921,5081215982.629395,294502493.819046,199971716.97273254,1163750275.253296
2009-09-01 00:00:00-04:00,5965356384.397888,2762524561.0313416,4905919146.9760895,485532900.0,189738292.49954224,1083125193.6073303
2009-10-01 00:00:00-04:00,7224574148.445892,3297831158.6093903,6372402618.886948,325997356.61029816,193926397.64404297,1912866382.2753906
2009-11-01 00:00:00-04:00,5369708777.071381,3742037914.5217896,4623259566.192627,668170951.8802643,272833310.67180634,2039777473.9646912
2009-12-01 00:00:00-05:00,4670614240.837097,3410641050.0,5394339753.826523,599733141.3982391,310693659.92126465,1931515101.2191772
2010-01-01 00:00:00-05:00,6423091269.108963,3172132575.075531,7910051776.602173,690057247.7180481,264627158.4854126,1405489975.8491516
2010-02-01 00:00:00-05:00,6183734853.552246,3018965210.8852386,7997343121.640396,406365590.18325806,438785477.57644653,1211606845.362091
2010-03-01 00:00:00-05:00,6605898277.402496,2835364397.845459,7108724759.025574,760055641.6511536,325694547.1858978,1429464995.6417084
2010-04-01 00:00:00-04:00,5423454692.869949,3312010859.9006653,9783029965.901756,466396209.43841934,220934072.94216156,1523370242.986679
2010-05-01 00:00:00-04:00,5754885390.91568,3074128039.779663,9526056999.897003,681790788.1593704,477941810.8947754,1916694170.4551697
2010-06-01 00:00:00-04:00,8065083376.184845,3551305152.100754,6765273010.573959,426537051.2413025,557549128.37677,1362313393.183136
2010-07-01 00:00:00-04:00,5198185395.867538,5112371889.720154,8290935854.853058,397576129.97817993,339978362.5059128,864769154.0798187
2010-08-01 00:00:00-04:00,4141776065.0642395,2517716224.2961884,6713823421.550751,418568344.6580887,147971554.91828918,847609625.9449005
2010-09-01 00:00:00-04:00,4505707822.736359,2906566984.680176,5018751846.792984,619689243.1297302,177738317.52548218,1361397700.981903
2010-10-01 00:00:00-04:00,5440749545.903015,3107525023.6320496,5580791586.12442,572162704.7595978,325508155.60913086,1496338840.1927948
2010-11-01 00:00:00-04:00,4807452894.670105,2981277127.8900146,5378499203.489113,514334527.11315155,492513620.7847595,1467775002.3212433
2010-12-01 00:00:00-05:00,6505798784.333038,2508172989.1586304,5077436343.435669,640817331.3337326,390476758.77838135,1367367978.35083
2011-01-01 00:00:00-05:00,4919916610.003662,2449422608.670044,5557840586.535645,643240324.0118027,302860666.7442322,1608855940.750122
2011-02-01 00:00:00-05:00,4684638935.780334,2405682773.666382,4282752172.5082397,258944621.7765808,429781370.42427063,2383660822.479248
2011-03-01 00:00:00-05:00,5737254800.035858,2998435648.8189697,6605883414.2894745,339319978.1665802,486587835.1306915,2933776146.6796875
2011-04-01 00:00:00-04:00,6885404424.708176,7201023592.523193,5739653981.827545,521372531.0852051,2254676728.4431458,3115428091.8231964
2011-05-01 00:00:00-04:00,5737079833.087921,3773759143.7301636,5779683724.030495,678285954.4876099,1358486688.3609772,2676203398.1990814
2011-06-01 00:00:00-04:00,4937261305.889893,6384535234.661865,4472472117.176247,862599596.3230133,1133604526.6990662,3002656551.9390106
2011-07-01 00:00:00-04:00,4457497572.1710205,3371041382.888794,4322160578.613281,432046365.23036957,755139327.5444031,1728141172.3388672
2011-08-01 00:00:00-04:00,8421719491.904068,5055996436.203003,7532708245.9991455,723117846.2677002,1783815727.1118164,2323183991.491699
2011-09-01 00:00:00-04:00,5149445203.528595,3628192559.4329834,4698349248.477936,427785157.17687607,2075871807.2124481,2174663043.218994
2011-10-01 00:00:00-04:00,5050835635.514832,5966521935.296631,4326554657.840729,483942535.0879669,1514384949.1069794,3320025330.796051
2011-11-01 00:00:00-04:00,7669076316.112518,4176869069.1101074,6896171492.875099,786198176.1360168,1231461636.051941,2629285716.2412643
2011-12-01 00:00:00-05:00,10599741918.621826,2940866231.552124,5421014506.487274,537781290.2004242,1786702914.8368835,2116529698.651886
2012-01-01 00:00:00-05:00,7097601576.454163,4530117327.7908325,6793423655.387878,718244790.9591675,2836794595.0561523,2498366911.5859985
2012-02-01 00:00:00-05:00,5875449428.437805,3231285478.866577,10053693659.257889,566540289.4172668,3232415242.240906,2639943475.7995605
2012-03-01 00:00:00-05:00,4661988317.466736,3279603600.0,5091020825.145721,575531767.2489166,2015531845.4689026,1918476428.4801483
2012-04-01 00:00:00-04:00,4304688463.128662,3005013314.8223877,7141458976.24054,770809352.8095245,2474473391.506958,1751759651.1608124
2012-05-01 00:00:00-04:00,4858041920.258331,3796169350.0,5272564592.673111,706415827.296257,3042100328.1219482,9074787966.378021
2012-06-01 00:00:00-04:00,5988409973.567963,3926977314.807129,3936703585.335541,932059761.3262177,2513559612.863159,3953051774.560547
2012-07-01 00:00:00-04:00,6573951557.025909,3144094839.477539,4552581737.754822,641065965.1285172,2359848863.031006,1951266172.4853516
2012-08-01 00:00:00-04:00,5165471042.234802,2491311646.762085,6014869523.677826,1022981246.7012405,2070242412.6739502,2021436388.4048462
2012-09-01 00:00:00-04:00,5885678821.875763,3055820937.5,8400105096.907806,601317674.583435,2057322539.352417,1625901561.2442017
2012-10-01 00:00:00-04:00,5517027408.422852,3344308995.4574585,8242895648.190308,404389692.96655655,2336309910.10437,2644044477.1484375
2012-11-01 00:00:00-04:00,6024251814.251709,3583109699.987793,9860142928.99704,420402409.1119766,3394191463.670349,2206992190.7806396
2012-12-01 00:00:00-05:00,4829611820.317078,2586943293.701172,5388829089.905548,450529656.5551758,2835126124.383545,1557787586.730194
2013-01-01 00:00:00-05:00,9562728755.30243,6074040567.25769,5757984614.792633,686748450.6429672,2608786944.616699,1981694065.979004
2013-02-01 00:00:00-05:00,7917094815.673828,4069591180.404663,6104856868.968201,807382468.3742523,3008855700.0,1283762253.6323547
2013-03-01 00:00:00-05:00,6711545222.2846985,5504732744.458008,7808409036.210632,803784685.7608795,1932479573.135376,1905974852.3254395
2013-04-01 00:00:00-04:00,8167629834.2933655,7104190690.332031,10862918931.330872,454179097.1780777,7283457109.336853,6104370681.749725
2013-05-01 00:00:00-04:00,5438176284.790039,6475758724.784851,11461770381.462097,541732819.8642731,6078565462.70752,3682455811.9384766
2013-06-01 00:00:00-04:00,5653773439.94751,8205532843.637085,8642956603.296661,584722600.0,4598886051.855469,2834155937.573242
2013-07-01 00:00:00-04:00,5625672399.276733,6175783950.244141,10152190244.660568,516291159.6347809,3916464096.5942383,2782402666.40625
2013-08-01 00:00:00-04:00,6304629080.695343,4685438899.97406,6770482763.100433,1681354038.7191772,3392582275.817871,1997517100.5584717
2013-09-01 00:00:00-04:00,5462563761.66687,5440381367.87262,5873004421.806335,1233133944.3214417,5085983353.625488,5880599176.330566
2013-10-01 00:00:00-04:00,6174279569.387817,6442489253.411865,11882377211.98082,1334022300.0,4352135852.362061,3006053920.713043
2013-11-01 00:00:00-04:00,5617327112.426758,7987883055.511475,11468145151.409912,2083443991.7793274,5295415708.032227,3209744687.338257
2013-12-01 00:00:00-05:00,5200955339.72168,6620385515.441895,13897333943.426514,1348595897.4506378,3918591740.966797,2324705925.4837036
2014-01-01 00:00:00-05:00,6956058023.568726,9704314790.686035,14355077814.691544,2432954035.346985,5628890160.571289,2827901056.755829
2014-02-01 00:00:00-05:00,6117144631.63147,9509094023.565674,14951945382.875061,2613255080.873871,7873533500.0,2458135932.5546265
2014-03-01 00:00:00-05:00,7163826875.112915,12287898835.839844,18533756782.69272,2369662244.268036,8325323022.155762,2155842661.212158
2014-04-01 00:00:00-04:00,8762844774.765015,12045573867.150879,28366569482.271576,2579376160.945511,6512519983.325195,2364584873.410034
2014-05-01 00:00:00-04:00,6013401124.230194,8053776725.866699,15012694037.64038,2117038582.403183,4715396604.736328,2199710081.0302734
2014-06-01 00:00:00-04:00,5081807367.114258,6454931677.020264,13268229923.139954,1702625438.57193,5175923808.36792,6462733736.830902
2014-07-01 00:00:00-04:00,7102907024.385071,9686409310.327148,20210337438.104248,1162225475.5439758,6311687980.36499,3489806553.741455
2014-08-01 00:00:00-04:00,7368276515.83252,7181645490.890503,22237809717.590332,875161992.319107,4885797786.87439,2314903078.450012
2014-09-01 00:00:00-04:00,6905068053.662109,7327970741.918945,25805156324.67041,906448890.9008026,6047434399.713135,4651498244.885254
2014-10-01 00:00:00-04:00,15958069185.975647,12643327171.24939,30715525235.46753,2080811370.2453613,8223196573.495483,4587252711.143494
2014-11-01 00:00:00-04:00,8271044111.8927,8059047312.945557,23205312183.288574,2237911970.397949,6248349151.037598,2949322167.2813416
2014-12-01 00:00:00-05:00,9745565538.427734,14974124443.487549,31772126238.466644,1825352007.2387695,6968916750.0,4424836793.666077
2015-01-01 00:00:00-05:00,8841261897.216797,15340804092.36145,24186389081.23474,1966844227.4093628,7160343828.933716,3656901301.7349243
2015-02-01 00:00:00-05:00,8574056226.959991,10772667452.682495,21531919920.568848,1798960963.0256653,6750971860.26001,3289985990.4067993
2015-03-01 00:00:00-05:00,9457740788.832092,22156874591.552734,17857074950.099182,2589541759.460449,9505189263.29956,5235697406.176758
2015-04-01 00:00:00-04:00,9073117615.31372,16990930151.19629,16809628071.490479,2603198262.1185303,7259295366.403198,3847235905.9051514
2015-05-01 00:00:00-04:00,7901431057.3349,10704874785.668945,20707891632.83081,2131766024.5307922,7885017978.442383,4056349981.716919
2015-06-01 00:00:00-04:00,8525711727.635956,11578617017.980957,20943972568.801117,2200248236.669922,8947119142.63916,3462650950.135803
2015-07-01 00:00:00-04:00,11072258997.351074,21386599460.10437,21293159276.61438,2197596694.2749023,7379290854.064941,5272303500.0
2015-08-01 00:00:00-04:00,9975452765.350342,16583928459.069824,18605179651.428223,3542400794.4335938,9300255250.0,4720407715.736389
2015-09-01 00:00:00-04:00,10005128271.860504,16572064847.351074,19226456340.52124,4044973692.1310425,9656074134.094238,4847633659.588623
2015-10-01 00:00:00-04:00,12499378864.278412,24030406987.79297,22774904235.52704,5861514864.120483,11025007272.7417,6354442601.177216
2015-11-01 00:00:00-04:00,7564843433.96759,10615110327.941895,12350678620.396423,4170274002.017975,8201694600.0,3672595097.328186
2015-12-01 00:00:00-05:00,8861960578.613281,10119261496.609497,14434667011.688232,2883370913.86261,7047266841.61377,4241817442.7261353
2016-01-01 00:00:00-05:00,11077032377.263641,12116463965.667725,17117889340.999603,3640712418.029785,8992950569.604492,5558401200.0
2016-02-01 00:00:00-05:00,9226488890.808105,9882242223.510742,19037737888.38501,4844833350.0,7499833581.439209,4603191836.975098
2016-03-01 00:00:00-05:00,10257227099.636078,9459950970.159912,18300585261.69586,2752946924.371338,7424307126.287842,3807451662.677765
2016-04-01 00:00:00-04:00,7868660990.753174,10812826408.007812,15968999945.300293,1900541917.7200317,7841180801.138306,4273347368.447876
2016-05-01 00:00:00-04:00,7375086690.766907,8216337489.556885,13270596269.65866,2169227361.11145,8267664526.208496,3416648905.9677124
2016-06-01 00:00:00-04:00,8183171406.985474,12852249749.267578,12828800077.11792,2008377864.2959595,7177759338.803101,2967268386.20224
2016-07-01 00:00:00-04:00,8070501459.938049,10731874650.891113,14632147417.932129,1474374183.0368042,6503060565.307617,2716155200.0
2016-08-01 00:00:00-04:00,9031267999.649048,13259971702.844238,14016301458.106613,2450679753.890991,6738670110.449219,2405638692.375183
2016-09-01 00:00:00-04:00,8356335946.336365,9467561010.079956,12878898362.987518,2798744094.1749573,6629108608.840942,2959296898.9334106
2016-10-01 00:00:00-04:00,8686575287.828064,8132784647.399902,10871145326.733398,2294764361.2091064,4390724380.187988,3035105522.419739
2016-11-01 00:00:00-04:00,11722173265.79361,11159897963.952637,12349147933.748627,3547233109.7488403,9358277695.019531,3559477303.6209106
2016-12-01 00:00:00-05:00,8580292167.626953,11761054573.104858,11076101677.139282,2554879514.465332,6523923414.916992,3108660279.7348022
2017-01-01 00:00:00-05:00,9774386548.080444,9291254688.720703,11598872927.291107,3778467180.4603577,7825048954.1015625,3381964297.1733093
2017-02-01 00:00:00-05:00,10223123208.831787,9528850701.522827,14348200651.968384,8974161431.524658,6386252400.0,2598347338.7527466
2017-03-01 00:00:00-05:00,15006964554.252625,10854090983.047485,10359614402.89917,7470883032.661438,8709209967.480469,5276006206.378174
2017-04-01 00:00:00-04:00,7482496700.416565,7787062637.65564,7869068949.440002,4755934565.286255,6419369749.633789,4404794143.629456
2017-05-01 00:00:00-04:00,9039620017.62085,7853764041.427612,8491051787.585449,6070116568.940735,9433177983.831787,4519804744.20166
2017-06-01 00:00:00-04:00,13177787241.494751,10548495302.575684,13452673515.316772,5207675524.465942,12620137360.40039,5654351453.759766
2017-07-01 00:00:00-04:00,8206190550.933838,7827443847.015381,9557603566.810608,2851246233.381653,6924516793.225098,8568356845.361328
2017-08-01 00:00:00-04:00,6988640130.86853,8232712544.506836,15900305385.827637,3700451398.6206055,7596259276.693726,4567282538.993835
