Date,Close
2023-02-27 00:00:00-05:00,757.7899780273438
2023-02-28 00:00:00-05:00,760.4199829101562
2023-03-01 00:00:00-05:00,770.4400024414062
2023-03-02 00:00:00-05:00,768.9000244140625
2023-03-03 00:00:00-05:00,779.2999877929688
2023-03-06 00:00:00-05:00,780.3800048828125
2023-03-07 00:00:00-05:00,773.8499755859375
2023-03-08 00:00:00-05:00,745.2000122070312
2023-03-09 00:00:00-05:00,743.75
2023-03-10 00:00:00-05:00,747.0
2023-03-13 00:00:00-04:00,752.3300170898438
2023-03-14 00:00:00-04:00,766.7999877929688
2023-03-15 00:00:00-04:00,760.2999877929688
2023-03-16 00:00:00-04:00,749.75
2023-03-17 00:00:00-04:00,747.6500244140625
2023-03-20 00:00:00-04:00,759.25
2023-03-21 00:00:00-04:00,759.760009765625
2023-03-22 00:00:00-04:00,751.2999877929688
2023-03-23 00:00:00-04:00,802.1599731445312
2023-03-24 00:00:00-04:00,820.0
2023-03-27 00:00:00-04:00,823.4149780273438
